usr_id,mentions
910705292345622528,1333360170
910705292345622528,16734909
34616293,277587532
34616293,16213404
241662602,124473350
241662602,55113432
241662602,16734909
400369512,1240407498
400369512,25036511
55113432,2768501
825517433859432448,17250722
825517433859432448,16734909
116421464,52320140
23907461,420135247
224160730,16094885
224160730,16213404
400369512,399265360
262409107,30755003
1020090815601786880,134646048
3087496429,None
405997483,None
2951027582,22573600
576825236,1669796893
262409107,30755003
812138855008583680,43525891
28690225,66917778
812138855008583680,160856325
185991141,17250722
185991141,262093392
3452661694,None
1559380766,16627712
540494985,None
343096504,16094885
405997483,1344228505
404508332,2916395070
158899570,1607383921267810305
249895981,None
2678614296,762906414041837568
2678614296,16213404
158871917,None
405997483,465936656
779278891638632448,554170358
779278891638632448,55113432
779278891638632448,16213404
812138855008583680,1240407498
812138855008583680,25036511
3288075858,None
4856510102,17831767
4856510102,16834659
4856510102,34116377
158871917,17250722
158871917,16734909
44340706,16094885
129154489,71172514
1115446855,703308253
203337685,21075591
34480767,None
400369512,43525891
812138855008583680,147040968
2295387722,2904009019
1403494603,None
55113432,None
15248759,55113432
158871917,43525891
1584697423,262512212
1584697423,2409584834
1584697423,1515183044
1584697423,137198586
1584697423,16734909
1584697423,485139839
1584697423,88859872
2777532764,21075591
2848215810,95091601
353508962,3288075858
64645945,60454133
3145290074,465936656
467994710,310463188
467994710,1052246398685442048
2777532764,487332963
2777532764,21075591
2777532764,16734909
2777532764,85436197
3192020780,1333360170
2619185882,None
34616293,3789793212
34616293,16213404
3039250740,None
3485382014,1368100356
1404087277,1669796893
1404087277,1591155984344485903
912342698,66917778
363822984,None
2777532764,28970958
3039250740,16627712
987835920983310336,None
343096504,546765821
343096504,34116377
825517433859432448,1240407498
825517433859432448,25036511
3053859156,21075591
969275161,11781162
969275161,16734909
17250722,327347231
17250722,16198940
17250722,16213404
2906724325,2904009019
82219841,16094885
150844336,269815420
44340706,16094885
116421464,66917778
103761767,23700113
103761767,165660881
23769966,492753749
165655235,None
1100056406,465936656
1487643972,124473350
1487643972,16734909
185554632,708459111038357504
185554632,2904009019
388125509,571488084
1319427601,16094885
1263921624,546765821
3087496429,80712889
55113432,224495471
619017465,20138772
37635320,None
1044008215455780864,399265360
2456550114,None
715626890,327246006
1048512987093336064,None
4767543901,66917778
16240917,814992349
16240917,16734909
893825913019920384,53303554
608074792,1240407498
608074792,25036511
3002679840,300510416
1100007859,23879043
24623087,160856325
2812028293,176811097
893825913019920384,393006242
893825913019920384,22431691
1100007859,23879043
336233236,21075591
2812028293,2579979278
460721800,104758530
2213249280,124473350
2213249280,927388044
2213249280,16734909
564488633,16213404
564488633,16734909
729104859991957505,49835260
3017117025,1113341312
3017117025,16734909
3017117025,118942188
875443196,4588114813
875443196,16213404
1259161086,55113432
729104859991957505,160856325
2777532764,121403348
71172514,134646048
388125509,66917778
67166472,224495471
974248013240590338,399265360
1368100356,15815674
2906724325,249895981
274818120,None
159743606,17250722
1049105914026844160,43525891
779278891638632448,1557458935
779278891638632448,117663382
779278891638632448,16213404
779278891638632448,137198586
779278891638632448,254515782
99367063,17682476
1586888442,553259396
1586888442,16734909
875443196,1240407498
875443196,25036511
621770560,None
987835920983310336,None
23865602,11781162
23865602,16734909
2799319651,846935654583951364
923120359808704512,20138772
923120359808704512,16304884
923120359808704512,17503820
137777900,None
816795555582001152,52320140
1849555482,17682476
1412036527,710209086
1412036527,16213404
1412036527,16734909
901385391638421504,17250722
901385391638421504,327347231
901385391638421504,16198940
901385391638421504,16213404
23119369,518124725
23119369,16734909
55113432,None
922361848703328257,None
2812028293,67166472
3163038860,55113432
3163038860,16213404
101092370,16094885
58352165,11781162
58352165,16734909
820092093783605248,237920909
48673284,28970958
121541121,1333360170
121541121,16734909
908203511170531329,None
869760641325645824,None
60448583,16094885
388125509,16094885
2685926647,16213404
99367063,195635551
349572767,16627712
369158562,369158562
543742109,2507519377
922361848703328257,None
707099809,160856325
1738433652,28026149
405997483,19274342
380911204,571488084
1404087277,55113432
17918250,None
349572767,465936656
1100007859,23879043
3166153645,None
172081908,None
25498134,28026149
2283049465,2685926647
2283049465,16213404
2906724325,249895981
237612784,55113432
306600363,399265360
1263921624,546765821
1263921624,34116377
159743606,1240407498
159743606,25036511
922361848703328257,2827865725
3166153645,3017117025
3166153645,1113341312
3166153645,16734909
3166153645,118942188
55113432,None
63941526,60454133
1259161086,814992349
1259161086,16734909
884458780657831936,16734909
1113341312,16734909
1113341312,66917778
13495832,23700113
13495832,165660881
309621851,None
922361848703328257,465936656
1348465843,16213404
341236445,16627712
869760641325645824,2603192304
869760641325645824,16734909
869760641325645824,16213404
18753424,2524707338
405997483,546765821
2507342209,67166472
923120359808704512,16213404
923120359808704512,17503820
2733971311,16094885
377240272,172081908
55113432,17125730
770512297018007553,465936656
1285557776,28026149
66917778,329533140
66917778,16734909
402300071,171437375
2812028293,160856325
309621851,None
71172514,1333360170
71172514,16734909
349572767,None
788532504626012160,None
986440664719097856,262512212
986440664719097856,2409584834
986440664719097856,1515183044
986440664719097856,137198586
986440664719097856,16734909
986440664719097856,485139839
986440664719097856,88859872
406804783,20106427
2659475605,16834659
3436987944,16627712
818958306,16627712
596969539,None
2906724325,71172514
770512297018007553,60779696
963149989449949184,762906414041837568
963149989449949184,16213404
3022411928,None
349572767,60779696
2589086480,369158562
405997483,55113432
4799985554,None
407293901,172081908
349572767,160856325
950518859018088448,15653517
77614751,269815420
15248759,26189696
971712014589440001,28785486
819197365,16094885
3022411928,None
203835977,16094885
788237816941547520,2904009019
405997483,17250722
324908191,17831767
324908191,16834659
324908191,16734909
324908191,34116377
172081908,20138772
172081908,16463397
994594957,None
158871917,21075591
158871917,16734909
912342698,762906414041837568
912342698,16213404
1498326793,235133746
1498326793,8197942
293852007,17250722
293852007,16734909
66917778,None
82813726,11781162
82813726,16734909
460721800,66917778
27138454,11781162
27138454,16734909
16094885,11781162
16094885,16734909
1223709926,16734909
400495760,None
2283278034,172081908
405997483,None
3141635426,571488084
970113980780896256,16094885
2429615682,66917778
1259161086,160856325
15248759,571488084
1849555482,16509444
233319280,1113341312
233319280,16734909
233319280,118942188
405997483,16509444
2910955801,None
349572767,None
991631387441512448,None
780255979539542016,134646048
15248759,172081908
922361848703328257,53510256
780255979539542016,2904009019
3141635426,None
922361848703328257,631850941
509319460,399265360
67005265,None
3014193169,None
922361848703328257,16627712
922361848703328257,712213221445410816
44340706,17682476
2441617381,862551721666465792
1115446855,66917778
228853466,None
621770560,49835260
22718464,None
828518882,16627712
906312971172896768,None
90749334,16734909
349572767,393006242
349572767,22431691
60448583,971712014589440001
165720523,1113341312
165720523,16734909
165720523,66917778
377277534,None
3558982573,465936656
349572767,53303554
1259161086,55113432
75337774,None
509319460,703308253
509319460,3555381912
970113980780896256,16094885
2509010496,None
35900933,16094885
621770560,76842602
621770560,16734909
1034284633,1132832803
1034284633,92932981
1034284633,198407378
158871917,21075591
158871917,16734909
305907025,160856325
2957662632,23879043
1849555482,16627712
99370007,2592733051
99370007,23879043
99370007,16734909
99370007,23700113
44340706,66917778
158871917,26189696
249895981,134646048
23700113,99370007
23700113,2592733051
23700113,23879043
23700113,16734909
1277390226,16627712
1526946950,18753424
366294491,None
17361364,1258212481610035201
237612784,None
44340706,None
411304870,317532503
47353721,21075591
2507342209,1113341312
2507342209,16734909
2507342209,118942188
2507342209,16734909
2507342209,28739612
475967118,16675569
73981267,None
2507342209,1113341312
2507342209,16734909
94070471,None
55113432,None
1849555482,2827865725
126420396,814992349
126420396,16734909
54011034,1333360170
54011034,16734909
54011034,1137661725040209921
1034284633,16094885
987835920983310336,None
2456550114,16094885
3166153645,66917778
3166153645,329533140
3166153645,16734909
349572767,519388948
349572767,16734909
922361848703328257,26189696
730692610675724289,None
358506497,16094885
922361848703328257,3555381912
75748922,16094885
51291712,183770461
727039754,2768501
970113980780896256,16213404
156464691,1526946950
277260505,1859495642
569023390,67166472
82813726,26189696
3713091,None
16094885,99370007
16094885,2592733051
16094885,23879043
16094885,16734909
269581619,1526946950
74382140,1526946950
121639467,1526946950
57248499,1526946950
970113980780896256,11781162
970113980780896256,16734909
4006732812,862551721666465792
82813726,16627712
114878082,None
55113432,None
3309576164,None
107918290,11781162
107918290,16734909
2777532764,133584406
60448583,237612784
379593708,2685926647
379593708,16213404
1013601665377865733,85724194
255715433,None
203835977,16094885
919883618,66917778
237612784,55113432
55113432,485366106
3166153645,104758530
308359254,11781162
308359254,16734909
970113980780896256,762906414041837568
970113980780896256,16213404
249895981,None
1034284633,703308253
381851179,55113432
922361848703328257,60779696
2659475605,3078836653
2659475605,981648751
2659475605,5392032
455614452,16094885
1170624643,16213404
1170624643,11781162
21727982,21075591
21727982,16734909
922361848703328257,2795435178
363008381,None
914249614848548864,16627712
936515842711339010,16627712
55113432,None
161967179,55113432
284228804,762906414041837568
284228804,16213404
2951027582,None
16094885,571488084
914249614848548864,None
224160730,1113341312
224160730,16734909
224160730,66917778
349572767,None
159743606,20838395
1034284633,310872365
158871917,1240407498
158871917,25036511
1092378031,None
16304706,None
1447740726,53303554
35900933,3555381912
51291712,66917778
349572767,465936656
954932857138331653,121639467
954932857138331653,16734909
954932857138331653,20559705
954932857138331653,43304756
954932857138331653,60483082
954932857138331653,1526946950
425580734,1240407498
425580734,25036511
781338816,55113432
2409584834,986440664719097856
2409584834,262512212
2409584834,2409584834
2409584834,1515183044
2409584834,137198586
2409584834,16734909
2409584834,485139839
2409584834,88859872
166886751,2837256067
500555086,1496303388849541123
500555086,16734909
500555086,1137661725040209921
158123632,73981267
1007900407538962433,1413686600
730692610675724289,None
185554632,None
401840869,None
308359254,160856325
433060763,None
1646191236,1496303388849541123
1646191236,16734909
1646191236,1137661725040209921
47551969,16627712
922361848703328257,16627712
425580734,25036511
266919237,2916395070
185554632,1333360170
3288075858,16094885
1034284633,22573600
243495444,2191781708
2148632054,92624890
44306829,16094885
27138454,233343317
22095149,17250722
22095149,16734909
1390255747,16213404
425580734,25036511
1034284633,172081908
228853466,1607383921267810305
2885602614,399265360
1033771927,160856325
1041881043878281217,16094885
159743606,2837256067
126420396,994594957
158871917,1240407498
158871917,25036511
158871917,16734909
725530471,1092378031
922361848703328257,17250722
922361848703328257,16734909
624461722,18753424
624461722,2524707338
624461722,2904009019
624461722,16734909
2777532764,17250722
2777532764,16734909
95559664,1496303388849541123
95559664,16734909
95559664,1137661725040209921
158871917,66917778
158871917,95091601
44340706,43792125
3141635426,16627712
1646191236,16627712
